Data,Fajr_Begins,Fajr_Jamah,Sunrise,Zuhr_Begins,Zuhr_Jamah,Asr_Begins,Asr_Jamah,Maghrib_Begins,Maghrib_Jamah,Isha_Begins,Isha_Jamah,City Name
"8 marzo 2026, domenica",4:50:00,4:50:00,6:20:00,12:23:00,12:23:00,15:17:00,15:17:00,18:02:00,18:02:00,19:32:00,19:32:00,messina
"9 marzo 2026, lunedì",4:49:00,4:49:00,6:19:00,12:23:00,12:23:00,15:17:30,15:17:30,18:02:00,18:02:00,19:32:00,19:32:00,messina
"10 marzo 2026, martedì",4:47:00,4:47:00,6:17:00,12:22:30,12:22:30,15:17:45,15:17:45,18:03:00,18:03:00,19:33:00,19:33:00,messina
"11 marzo 2026, mercoledì",4:46:00,4:46:00,6:16:00,12:22:30,12:22:30,15:18:15,15:18:15,18:04:00,18:04:00,19:34:00,19:34:00,messina
"12 marzo 2026, giovedì",4:44:00,4:44:00,6:14:00,12:22:00,12:22:00,15:18:30,15:18:30,18:05:00,18:05:00,19:35:00,19:35:00,messina
"13 marzo 2026, venerdì",4:43:00,4:43:00,6:13:00,12:22:00,12:22:00,15:19:00,15:19:00,18:06:00,18:06:00,19:36:00,19:36:00,messina
"14 marzo 2026, sabato",4:41:00,4:41:00,6:11:00,12:21:30,12:21:30,15:19:15,15:19:15,18:07:00,18:07:00,19:37:00,19:37:00,messina
"15 marzo 2026, domenica",4:40:00,4:40:00,6:10:00,12:21:30,12:21:30,15:19:45,15:19:45,18:08:00,18:08:00,19:38:00,19:38:00,messina
"16 marzo 2026, lunedì",4:38:00,4:38:00,6:08:00,12:21:00,12:21:00,15:20:00,15:20:00,18:09:00,18:09:00,19:39:00,19:39:00,messina
"17 marzo 2026, martedì",4:37:00,4:37:00,6:07:00,12:21:00,12:21:00,15:20:30,15:20:30,18:10:00,18:10:00,19:40:00,19:40:00,messina
"18 marzo 2026, mercoledì",4:35:00,4:35:00,6:05:00,12:20:30,12:20:30,15:20:45,15:20:45,18:11:00,18:11:00,19:41:00,19:41:00,messina
"19 marzo 2026, giovedì",4:34:00,4:34:00,6:04:00,12:20:30,12:20:30,15:21:15,15:21:15,18:12:00,18:12:00,19:42:00,19:42:00,messina
"19 febbraio 2026, giovedì",5:49:00,5:49:00,7:19:00,12:51:30,12:51:30,15:30:15,15:30:15,18:00:00,18:00:00,19:30:00,19:30:00,milano
"20 febbraio 2026, venerdì",5:48:00,5:48:00,7:18:00,12:52:00,12:52:00,15:31:30,15:31:30,18:01:00,18:01:00,19:31:00,19:31:00,milano
"21 febbraio 2026, sabato",5:46:00,5:46:00,7:16:00,12:51:30,12:51:30,15:31:45,15:31:45,18:02:00,18:02:00,19:32:00,19:32:00,milano
"22 febbraio 2026, domenica",5:44:00,5:44:00,7:14:00,12:51:00,12:51:00,15:32:00,15:32:00,18:04:00,18:04:00,19:34:00,19:34:00,milano
"23 febbraio 2026, lunedì",5:43:00,5:43:00,7:13:00,12:51:30,12:51:30,15:33:15,15:33:15,18:05:00,18:05:00,19:35:00,19:35:00,milano
"24 febbraio 2026, martedì",5:41:00,5:41:00,7:11:00,12:51:00,12:51:00,15:33:30,15:33:30,18:07:00,18:07:00,19:37:00,19:37:00,milano
"25 febbraio 2026, mercoledì",5:39:00,5:39:00,7:09:00,12:50:30,12:50:30,15:33:45,15:33:45,18:08:00,18:08:00,19:38:00,19:38:00,milano
"26 febbraio 2026, giovedì",5:37:00,5:37:00,7:07:00,12:50:30,12:50:30,15:34:45,15:34:45,18:09:00,18:09:00,19:39:00,19:39:00,milano
"27 febbraio 2026, venerdì",5:36:00,5:36:00,7:06:00,12:51:00,12:51:00,15:36:00,15:36:00,18:11:00,18:11:00,19:41:00,19:41:00,milano
"28 febbraio 2026, sabato",5:34:00,5:34:00,7:04:00,12:50:30,12:50:30,15:36:15,15:36:15,18:12:00,18:12:00,19:42:00,19:42:00,milano
"1 marzo 2026, domenica",5:32:00,5:32:00,7:02:00,12:50:00,12:50:00,15:36:30,15:36:30,18:14:00,18:14:00,19:44:00,19:44:00,milano
"2 marzo 2026, lunedì",5:30:00,5:30:00,7:00:00,12:49:30,12:49:30,15:36:45,15:36:45,18:15:00,18:15:00,19:45:00,19:45:00,milano
"3 marzo 2026, martedì",5:29:00,5:29:00,6:59:00,12:50:00,12:50:00,15:38:00,15:38:00,18:16:00,18:16:00,19:46:00,19:46:00,milano
"4 marzo 2026, mercoledì",5:27:00,5:27:00,6:57:00,12:49:30,12:49:30,15:38:15,15:38:15,18:18:00,18:18:00,19:48:00,19:48:00,milano
"5 marzo 2026, giovedì",5:25:00,5:25:00,6:55:00,12:49:30,12:49:30,15:39:15,15:39:15,18:19:00,18:19:00,19:49:00,19:49:00,milano
"6 marzo 2026, venerdì",5:23:00,5:23:00,6:53:00,12:49:00,12:49:00,15:39:30,15:39:30,18:20:00,18:20:00,19:50:00,19:50:00,milano
"7 marzo 2026, sabato",5:21:00,5:21:00,6:51:00,12:48:30,12:48:30,15:39:45,15:39:45,18:22:00,18:22:00,19:52:00,19:52:00,milano
"8 marzo 2026, domenica",5:20:00,5:20:00,6:50:00,12:49:00,12:49:00,15:41:00,15:41:00,18:23:00,18:23:00,19:53:00,19:53:00,milano
"9 marzo 2026, lunedì",5:18:00,5:18:00,6:48:00,12:48:30,12:48:30,15:41:15,15:41:15,18:25:00,18:25:00,19:55:00,19:55:00,milano
"10 marzo 2026, martedì",5:16:00,5:16:00,6:46:00,12:48:00,12:48:00,15:41:30,15:41:30,18:26:00,18:26:00,19:56:00,19:56:00,milano
"11 marzo 2026, mercoledì",5:14:00,5:14:00,6:44:00,12:48:00,12:48:00,15:42:30,15:42:30,18:27:00,18:27:00,19:57:00,19:57:00,milano
"12 marzo 2026, giovedì",5:12:00,5:12:00,6:42:00,12:47:30,12:47:30,15:42:45,15:42:45,18:29:00,18:29:00,19:59:00,19:59:00,milano
"13 marzo 2026, venerdì",5:10:00,5:10:00,6:40:00,12:47:00,12:47:00,15:43:00,15:43:00,18:30:00,18:30:00,20:00:00,20:00:00,milano
"14 marzo 2026, sabato",5:08:00,5:08:00,6:38:00,12:46:30,12:46:30,15:43:15,15:43:15,18:31:00,18:31:00,20:01:00,20:01:00,milano
"15 marzo 2026, domenica",5:07:00,5:07:00,6:37:00,12:47:00,12:47:00,15:44:30,15:44:30,18:33:00,18:33:00,20:03:00,20:03:00,milano
"16 marzo 2026, lunedì",5:05:00,5:05:00,6:35:00,12:47:00,12:47:00,15:45:30,15:45:30,18:34:00,18:34:00,20:04:00,20:04:00,milano
"17 marzo 2026, martedì",5:03:00,5:03:00,6:33:00,12:46:30,12:46:30,15:45:45,15:45:45,18:35:00,18:35:00,20:05:00,20:05:00,milano
"18 marzo 2026, mercoledì",5:01:00,5:01:00,6:31:00,12:46:00,12:46:00,15:46:00,15:46:00,18:36:00,18:36:00,20:06:00,20:06:00,milano
"19 marzo 2026, giovedì",4:59:00,4:59:00,6:29:00,12:45:30,12:45:30,15:46:15,15:46:15,18:38:00,18:38:00,20:08:00,20:08:00,milano
"19 febbraio 2026, giovedì",5:41:00,5:41:00,7:11:00,12:44:30,12:44:30,15:23:45,15:23:45,17:54:00,17:54:00,19:24:00,19:24:00,modena
"20 febbraio 2026, venerdì",5:39:00,5:39:00,7:09:00,12:44:00,12:44:00,15:24:00,15:24:00,17:55:00,17:55:00,19:25:00,19:25:00,modena
"21 febbraio 2026, sabato",5:38:00,5:38:00,7:08:00,12:44:30,12:44:30,15:25:15,15:25:15,17:57:00,17:57:00,19:27:00,19:27:00,modena
"22 febbraio 2026, domenica",5:36:00,5:36:00,7:06:00,12:44:00,12:44:00,15:25:30,15:25:30,17:58:00,17:58:00,19:28:00,19:28:00,modena
"23 febbraio 2026, lunedì",5:35:00,5:35:00,7:05:00,12:44:30,12:44:30,15:26:45,15:26:45,17:59:00,17:59:00,19:29:00,19:29:00,modena
"24 febbraio 2026, martedì",5:33:00,5:33:00,7:03:00,12:44:00,12:44:00,15:27:00,15:27:00,18:01:00,18:01:00,19:31:00,19:31:00,modena
"25 febbraio 2026, mercoledì",5:31:00,5:31:00,7:01:00,12:43:30,12:43:30,15:27:15,15:27:15,18:02:00,18:02:00,19:32:00,19:32:00,modena
"26 febbraio 2026, giovedì",5:30:00,5:30:00,7:00:00,12:44:00,12:44:00,15:28:30,15:28:30,18:03:00,18:03:00,19:33:00,19:33:00,modena
"27 febbraio 2026, venerdì",5:28:00,5:28:00,6:58:00,12:43:30,12:43:30,15:28:45,15:28:45,18:05:00,18:05:00,19:35:00,19:35:00,modena
"28 febbraio 2026, sabato",5:26:00,5:26:00,6:56:00,12:43:00,12:43:00,15:29:00,15:29:00,18:06:00,18:06:00,19:36:00,19:36:00,modena
"1 marzo 2026, domenica",5:24:00,5:24:00,6:54:00,12:42:30,12:42:30,15:29:15,15:29:15,18:07:00,18:07:00,19:37:00,19:37:00,modena
"2 marzo 2026, lunedì",5:23:00,5:23:00,6:53:00,12:43:30,12:43:30,15:31:15,15:31:15,18:09:00,18:09:00,19:39:00,19:39:00,modena
"3 marzo 2026, martedì",5:21:00,5:21:00,6:51:00,12:43:00,12:43:00,15:31:30,15:31:30,18:10:00,18:10:00,19:40:00,19:40:00,modena
"4 marzo 2026, mercoledì",5:19:00,5:19:00,6:49:00,12:42:30,12:42:30,15:31:45,15:31:45,18:11:00,18:11:00,19:41:00,19:41:00,modena
"5 marzo 2026, giovedì",5:18:00,5:18:00,6:48:00,12:43:00,12:43:00,15:33:00,15:33:00,18:13:00,18:13:00,19:43:00,19:43:00,modena
"6 marzo 2026, venerdì",5:16:00,5:16:00,6:46:00,12:42:30,12:42:30,15:33:15,15:33:15,18:14:00,18:14:00,19:44:00,19:44:00,modena
"7 marzo 2026, sabato",5:14:00,5:14:00,6:44:00,12:42:00,12:42:00,15:33:30,15:33:30,18:15:00,18:15:00,19:45:00,19:45:00,modena
"8 marzo 2026, domenica",5:12:00,5:12:00,6:42:00,12:41:30,12:41:30,15:33:45,15:33:45,18:17:00,18:17:00,19:47:00,19:47:00,modena
"9 marzo 2026, lunedì",5:10:00,5:10:00,6:40:00,12:41:00,12:41:00,15:34:00,15:34:00,18:18:00,18:18:00,19:48:00,19:48:00,modena
"10 marzo 2026, martedì",5:09:00,5:09:00,6:39:00,12:41:30,12:41:30,15:35:15,15:35:15,18:19:00,18:19:00,19:49:00,19:49:00,modena
"11 marzo 2026, mercoledì",5:07:00,5:07:00,6:37:00,12:41:00,12:41:00,15:35:30,15:35:30,18:21:00,18:21:00,19:51:00,19:51:00,modena
"12 marzo 2026, giovedì",5:05:00,5:05:00,6:35:00,12:40:30,12:40:30,15:35:45,15:35:45,18:22:00,18:22:00,19:52:00,19:52:00,modena
"13 marzo 2026, venerdì",5:03:00,5:03:00,6:33:00,12:40:30,12:40:30,15:36:45,15:36:45,18:23:00,18:23:00,19:53:00,19:53:00,modena
"14 marzo 2026, sabato",5:01:00,5:01:00,6:31:00,12:40:00,12:40:00,15:37:00,15:37:00,18:24:00,18:24:00,19:54:00,19:54:00,modena
"15 marzo 2026, domenica",4:59:00,4:59:00,6:29:00,12:39:30,12:39:30,15:37:15,15:37:15,18:26:00,18:26:00,19:56:00,19:56:00,modena
"16 marzo 2026, lunedì",4:58:00,4:58:00,6:28:00,12:40:00,12:40:00,15:38:30,15:38:30,18:27:00,18:27:00,19:57:00,19:57:00,modena
"17 marzo 2026, martedì",4:56:00,4:56:00,6:26:00,12:39:30,12:39:30,15:38:45,15:38:45,18:28:00,18:28:00,19:58:00,19:58:00,modena
"18 marzo 2026, mercoledì",4:54:00,4:54:00,6:24:00,12:39:00,12:39:00,15:39:00,15:39:00,18:30:00,18:30:00,20:00:00,20:00:00,modena
"19 marzo 2026, giovedì",4:52:00,4:52:00,6:22:00,12:38:30,12:38:30,15:39:15,15:39:15,18:31:00,18:31:00,20:01:00,20:01:00,modena
"19 febbraio 2026, giovedì",5:53:00,5:53:00,7:23:00,12:57:00,12:57:00,15:36:30,15:36:30,18:07:00,18:07:00,19:37:00,19:37:00,mondovi
"20 febbraio 2026, venerdì",5:51:00,5:51:00,7:21:00,12:56:30,12:56:30,15:36:45,15:36:45,18:08:00,18:08:00,19:38:00,19:38:00,mondovi
"21 febbraio 2026, sabato",5:50:00,5:50:00,7:20:00,12:57:00,12:57:00,15:38:00,15:38:00,18:09:00,18:09:00,19:39:00,19:39:00,mondovi
"22 febbraio 2026, domenica",5:48:00,5:48:00,7:18:00,12:56:30,12:56:30,15:38:15,15:38:15,18:11:00,18:11:00,19:41:00,19:41:00,mondovi
"23 febbraio 2026, lunedì",5:47:00,5:47:00,7:17:00,12:57:00,12:57:00,15:39:30,15:39:30,18:12:00,18:12:00,19:42:00,19:42:00,mondovi
"24 febbraio 2026, martedì",5:45:00,5:45:00,7:15:00,12:56:30,12:56:30,15:39:45,15:39:45,18:13:00,18:13:00,19:43:00,19:43:00,mondovi
"25 febbraio 2026, mercoledì",5:43:00,5:43:00,7:13:00,12:56:00,12:56:00,15:40:00,15:40:00,18:15:00,18:15:00,19:45:00,19:45:00,mondovi
"26 febbraio 2026, giovedì",5:42:00,5:42:00,7:12:00,12:56:30,12:56:30,15:41:15,15:41:15,18:16:00,18:16:00,19:46:00,19:46:00,mondovi
"27 febbraio 2026, venerdì",5:40:00,5:40:00,7:10:00,12:56:00,12:56:00,15:41:30,15:41:30,18:17:00,18:17:00,19:47:00,19:47:00,mondovi
"28 febbraio 2026, sabato",5:38:00,5:38:00,7:08:00,12:55:30,12:55:30,15:41:45,15:41:45,18:19:00,18:19:00,19:49:00,19:49:00,mondovi
"1 marzo 2026, domenica",5:37:00,5:37:00,7:07:00,12:56:00,12:56:00,15:43:00,15:43:00,18:20:00,18:20:00,19:50:00,19:50:00,mondovi
"2 marzo 2026, lunedì",5:35:00,5:35:00,7:05:00,12:55:30,12:55:30,15:43:15,15:43:15,18:21:00,18:21:00,19:51:00,19:51:00,mondovi
"3 marzo 2026, martedì",5:33:00,5:33:00,7:03:00,12:55:00,12:55:00,15:43:30,15:43:30,18:23:00,18:23:00,19:53:00,19:53:00,mondovi
"4 marzo 2026, mercoledì",5:31:00,5:31:00,7:01:00,12:54:30,12:54:30,15:43:45,15:43:45,18:24:00,18:24:00,19:54:00,19:54:00,mondovi
"5 marzo 2026, giovedì",5:30:00,5:30:00,7:00:00,12:55:00,12:55:00,15:45:00,15:45:00,18:25:00,18:25:00,19:55:00,19:55:00,mondovi
"6 marzo 2026, venerdì",5:28:00,5:28:00,6:58:00,12:54:30,12:54:30,15:45:15,15:45:15,18:27:00,18:27:00,19:57:00,19:57:00,mondovi
"7 marzo 2026, sabato",5:26:00,5:26:00,6:56:00,12:54:00,12:54:00,15:45:30,15:45:30,18:28:00,18:28:00,19:58:00,19:58:00,mondovi
"8 marzo 2026, domenica",5:24:00,5:24:00,6:54:00,12:53:30,12:53:30,15:45:45,15:45:45,18:29:00,18:29:00,19:59:00,19:59:00,mondovi
"9 marzo 2026, lunedì",5:23:00,5:23:00,6:53:00,12:54:00,12:54:00,15:47:00,15:47:00,18:31:00,18:31:00,20:01:00,20:01:00,mondovi
"10 marzo 2026, martedì",5:21:00,5:21:00,6:51:00,12:53:30,12:53:30,15:47:15,15:47:15,18:32:00,18:32:00,20:02:00,20:02:00,mondovi
"11 marzo 2026, mercoledì",5:19:00,5:19:00,6:49:00,12:53:30,12:53:30,15:48:15,15:48:15,18:33:00,18:33:00,20:03:00,20:03:00,mondovi
"12 marzo 2026, giovedì",5:17:00,5:17:00,6:47:00,12:53:00,12:53:00,15:48:30,15:48:30,18:34:00,18:34:00,20:04:00,20:04:00,mondovi
"13 marzo 2026, venerdì",5:15:00,5:15:00,6:45:00,12:52:30,12:52:30,15:48:45,15:48:45,18:36:00,18:36:00,20:06:00,20:06:00,mondovi
"14 marzo 2026, sabato",5:14:00,5:14:00,6:44:00,12:53:00,12:53:00,15:50:00,15:50:00,18:37:00,18:37:00,20:07:00,20:07:00,mondovi
"15 marzo 2026, domenica",5:12:00,5:12:00,6:42:00,12:52:30,12:52:30,15:50:15,15:50:15,18:38:00,18:38:00,20:08:00,20:08:00,mondovi
"16 marzo 2026, lunedì",5:10:00,5:10:00,6:40:00,12:52:00,12:52:00,15:50:30,15:50:30,18:39:00,18:39:00,20:09:00,20:09:00,mondovi
"17 marzo 2026, martedì",5:08:00,5:08:00,6:38:00,12:51:30,12:51:30,15:50:45,15:50:45,18:41:00,18:41:00,20:11:00,20:11:00,mondovi
"18 marzo 2026, mercoledì",5:06:00,5:06:00,6:36:00,12:51:00,12:51:00,15:51:00,15:51:00,18:42:00,18:42:00,20:12:00,20:12:00,mondovi
"19 marzo 2026, giovedì",5:05:00,5:05:00,6:35:00,12:51:30,12:51:30,15:52:15,15:52:15,18:43:00,18:43:00,20:13:00,20:13:00,mondovi
"19 febbraio 2026, giovedì",5:22:00,5:22:00,6:52:00,12:31:00,12:31:00,15:13:00,15:13:00,17:46:00,17:46:00,19:16:00,19:16:00,napoli
"20 febbraio 2026, venerdì",5:21:00,5:21:00,6:51:00,12:31:30,12:31:30,15:14:15,15:14:15,17:47:00,17:47:00,19:17:00,19:17:00,napoli
"21 febbraio 2026, sabato",5:19:00,5:19:00,6:49:00,12:30:30,12:30:30,15:13:45,15:13:45,17:48:00,17:48:00,19:18:00,19:18:00,napoli
"22 febbraio 2026, domenica",5:18:00,5:18:00,6:48:00,12:31:00,12:31:00,15:15:00,15:15:00,17:49:00,17:49:00,19:19:00,19:19:00,napoli
"23 febbraio 2026, lunedì",5:17:00,5:17:00,6:47:00,12:31:00,12:31:00,15:15:30,15:15:30,17:51:00,17:51:00,19:21:00,19:21:00,napoli
"24 febbraio 2026, martedì",5:15:00,5:15:00,6:45:00,12:30:30,12:30:30,15:15:45,15:15:45,17:52:00,17:52:00,19:22:00,19:22:00,napoli
"25 febbraio 2026, mercoledì",5:14:00,5:14:00,6:44:00,12:31:00,12:31:00,15:17:00,15:17:00,17:53:00,17:53:00,19:23:00,19:23:00,napoli
"26 febbraio 2026, giovedì",5:12:00,5:12:00,6:42:00,12:30:00,12:30:00,15:16:30,15:16:30,17:54:00,17:54:00,19:24:00,19:24:00,napoli
"27 febbraio 2026, venerdì",5:11:00,5:11:00,6:41:00,12:30:30,12:30:30,15:17:45,15:17:45,17:55:00,17:55:00,19:25:00,19:25:00,napoli
"28 febbraio 2026, sabato",5:09:00,5:09:00,6:39:00,12:30:00,12:30:00,15:18:00,15:18:00,17:56:00,17:56:00,19:26:00,19:26:00,napoli
"1 marzo 2026, domenica",5:08:00,5:08:00,6:38:00,12:30:00,12:30:00,15:18:30,15:18:30,17:58:00,17:58:00,19:28:00,19:28:00,napoli
"2 marzo 2026, lunedì",5:06:00,5:06:00,6:36:00,12:29:30,12:29:30,15:18:45,15:18:45,17:59:00,17:59:00,19:29:00,19:29:00,napoli
"3 marzo 2026, martedì",5:05:00,5:05:00,6:35:00,12:30:00,12:30:00,15:20:00,15:20:00,18:00:00,18:00:00,19:30:00,19:30:00,napoli
"4 marzo 2026, mercoledì",5:03:00,5:03:00,6:33:00,12:29:00,12:29:00,15:19:30,15:19:30,18:01:00,18:01:00,19:31:00,19:31:00,napoli
"5 marzo 2026, giovedì",5:02:00,5:02:00,6:32:00,12:29:30,12:29:30,15:20:45,15:20:45,18:02:00,18:02:00,19:32:00,19:32:00,napoli
"6 marzo 2026, venerdì",5:00:00,5:00:00,6:30:00,12:29:00,12:29:00,15:21:00,15:21:00,18:03:00,18:03:00,19:33:00,19:33:00,napoli
"7 marzo 2026, sabato",4:58:00,4:58:00,6:28:00,12:28:00,12:28:00,15:20:30,15:20:30,18:04:00,18:04:00,19:34:00,19:34:00,napoli
"8 marzo 2026, domenica",4:57:00,4:57:00,6:27:00,12:28:30,12:28:30,15:21:45,15:21:45,18:05:00,18:05:00,19:35:00,19:35:00,napoli
"9 marzo 2026, lunedì",4:55:00,4:55:00,6:25:00,12:28:00,12:28:00,15:22:00,15:22:00,18:07:00,18:07:00,19:37:00,19:37:00,napoli
"10 marzo 2026, martedì",4:54:00,4:54:00,6:24:00,12:28:30,12:28:30,15:23:15,15:23:15,18:08:00,18:08:00,19:38:00,19:38:00,napoli
"11 marzo 2026, mercoledì",4:52:00,4:52:00,6:22:00,12:27:30,12:27:30,15:22:45,15:22:45,18:09:00,18:09:00,19:39:00,19:39:00,napoli
"12 marzo 2026, giovedì",4:50:00,4:50:00,6:20:00,12:27:00,12:27:00,15:23:00,15:23:00,18:10:00,18:10:00,19:40:00,19:40:00,napoli
"13 marzo 2026, venerdì",4:49:00,4:49:00,6:19:00,12:27:30,12:27:30,15:24:15,15:24:15,18:11:00,18:11:00,19:41:00,19:41:00,napoli
"14 marzo 2026, sabato",4:47:00,4:47:00,6:17:00,12:26:30,12:26:30,15:23:45,15:23:45,18:12:00,18:12:00,19:42:00,19:42:00,napoli
"15 marzo 2026, domenica",4:45:00,4:45:00,6:15:00,12:26:00,12:26:00,15:24:00,15:24:00,18:13:00,18:13:00,19:43:00,19:43:00,napoli
"16 marzo 2026, lunedì",4:44:00,4:44:00,6:14:00,12:26:30,12:26:30,15:25:15,15:25:15,18:14:00,18:14:00,19:44:00,19:44:00,napoli
"17 marzo 2026, martedì",4:42:00,4:42:00,6:12:00,12:26:00,12:26:00,15:25:30,15:25:30,18:15:00,18:15:00,19:45:00,19:45:00,napoli
"18 marzo 2026, mercoledì",4:40:00,4:40:00,6:10:00,12:25:00,12:25:00,15:25:00,15:25:00,18:16:00,18:16:00,19:46:00,19:46:00,napoli
"19 marzo 2026, giovedì",4:39:00,4:39:00,6:09:00,12:25:30,12:25:30,15:26:15,15:26:15,18:17:00,18:17:00,19:47:00,19:47:00,napoli
"19 febbraio 2026, giovedì",5:38:00,5:38:00,7:08:00,12:40:30,12:40:30,15:19:15,15:19:15,17:49:00,17:49:00,19:19:00,19:19:00,padova
"20 febbraio 2026, venerdì",5:37:00,5:37:00,7:07:00,12:41:00,12:41:00,15:20:30,15:20:30,17:50:00,17:50:00,19:20:00,19:20:00,padova
"21 febbraio 2026, sabato",5:35:00,5:35:00,7:05:00,12:40:30,12:40:30,15:20:45,15:20:45,17:52:00,17:52:00,19:22:00,19:22:00,padova
"22 febbraio 2026, domenica",5:33:00,5:33:00,7:03:00,12:40:00,12:40:00,15:21:00,15:21:00,17:53:00,17:53:00,19:23:00,19:23:00,padova
"23 febbraio 2026, lunedì",5:32:00,5:32:00,7:02:00,12:40:30,12:40:30,15:22:15,15:22:15,17:55:00,17:55:00,19:25:00,19:25:00,padova
"24 febbraio 2026, martedì",5:30:00,5:30:00,7:00:00,12:40:00,12:40:00,15:22:30,15:22:30,17:56:00,17:56:00,19:26:00,19:26:00,padova
"25 febbraio 2026, mercoledì",5:28:00,5:28:00,6:58:00,12:39:30,12:39:30,15:22:45,15:22:45,17:57:00,17:57:00,19:27:00,19:27:00,padova
"26 febbraio 2026, giovedì",5:27:00,5:27:00,6:57:00,12:40:30,12:40:30,15:24:45,15:24:45,17:59:00,17:59:00,19:29:00,19:29:00,padova
"27 febbraio 2026, venerdì",5:25:00,5:25:00,6:55:00,12:40:00,12:40:00,15:25:00,15:25:00,18:00:00,18:00:00,19:30:00,19:30:00,padova
"28 febbraio 2026, sabato",5:23:00,5:23:00,6:53:00,12:39:30,12:39:30,15:25:15,15:25:15,18:02:00,18:02:00,19:32:00,19:32:00,padova
"1 marzo 2026, domenica",5:21:00,5:21:00,6:51:00,12:39:00,12:39:00,15:25:30,15:25:30,18:03:00,18:03:00,19:33:00,19:33:00,padova
"2 marzo 2026, lunedì",5:20:00,5:20:00,6:50:00,12:39:30,12:39:30,15:26:45,15:26:45,18:04:00,18:04:00,19:34:00,19:34:00,padova
"3 marzo 2026, martedì",5:18:00,5:18:00,6:48:00,12:39:00,12:39:00,15:27:00,15:27:00,18:06:00,18:06:00,19:36:00,19:36:00,padova
"4 marzo 2026, mercoledì",5:16:00,5:16:00,6:46:00,12:38:30,12:38:30,15:27:15,15:27:15,18:07:00,18:07:00,19:37:00,19:37:00,padova
"5 marzo 2026, giovedì",5:14:00,5:14:00,6:44:00,12:38:30,12:38:30,15:28:15,15:28:15,18:08:00,18:08:00,19:38:00,19:38:00,padova
"6 marzo 2026, venerdì",5:12:00,5:12:00,6:42:00,12:38:00,12:38:00,15:28:30,15:28:30,18:10:00,18:10:00,19:40:00,19:40:00,padova
"7 marzo 2026, sabato",5:11:00,5:11:00,6:41:00,12:38:30,12:38:30,15:29:45,15:29:45,18:11:00,18:11:00,19:41:00,19:41:00,padova
"8 marzo 2026, domenica",5:09:00,5:09:00,6:39:00,12:38:00,12:38:00,15:30:00,15:30:00,18:12:00,18:12:00,19:42:00,19:42:00,padova
"9 marzo 2026, lunedì",5:07:00,5:07:00,6:37:00,12:37:30,12:37:30,15:30:15,15:30:15,18:14:00,18:14:00,19:44:00,19:44:00,padova
"10 marzo 2026, martedì",5:05:00,5:05:00,6:35:00,12:37:00,12:37:00,15:30:30,15:30:30,18:15:00,18:15:00,19:45:00,19:45:00,padova
"11 marzo 2026, mercoledì",5:03:00,5:03:00,6:33:00,12:37:00,12:37:00,15:31:30,15:31:30,18:16:00,18:16:00,19:46:00,19:46:00,padova
"12 marzo 2026, giovedì",5:01:00,5:01:00,6:31:00,12:36:30,12:36:30,15:31:45,15:31:45,18:18:00,18:18:00,19:48:00,19:48:00,padova
"13 marzo 2026, venerdì",5:00:00,5:00:00,6:30:00,12:37:00,12:37:00,15:33:00,15:33:00,18:19:00,18:19:00,19:49:00,19:49:00,padova
"14 marzo 2026, sabato",4:58:00,4:58:00,6:28:00,12:36:30,12:36:30,15:33:15,15:33:15,18:20:00,18:20:00,19:50:00,19:50:00,padova
"15 marzo 2026, domenica",4:56:00,4:56:00,6:26:00,12:36:00,12:36:00,15:33:30,15:33:30,18:22:00,18:22:00,19:52:00,19:52:00,padova
"16 marzo 2026, lunedì",4:54:00,4:54:00,6:24:00,12:36:00,12:36:00,15:34:30,15:34:30,18:23:00,18:23:00,19:53:00,19:53:00,padova
"17 marzo 2026, martedì",4:52:00,4:52:00,6:22:00,12:35:30,12:35:30,15:34:45,15:34:45,18:24:00,18:24:00,19:54:00,19:54:00,padova
"18 marzo 2026, mercoledì",4:50:00,4:50:00,6:20:00,12:35:00,12:35:00,15:35:00,15:35:00,18:26:00,18:26:00,19:56:00,19:56:00,padova
"19 marzo 2026, giovedì",4:48:00,4:48:00,6:18:00,12:34:30,12:34:30,15:35:15,15:35:15,18:27:00,18:27:00,19:57:00,19:57:00,padova
"19 febbraio 2026, giovedì",5:22:00,5:22:00,6:52:00,12:34:30,12:34:30,15:18:15,15:18:15,17:53:00,17:53:00,19:23:00,19:23:00,palermo
"20 febbraio 2026, venerdì",5:21:00,5:21:00,6:51:00,12:34:30,12:34:30,15:18:45,15:18:45,17:54:00,17:54:00,19:24:00,19:24:00,palermo
"21 febbraio 2026, sabato",5:20:00,5:20:00,6:50:00,12:35:00,12:35:00,15:20:00,15:20:00,17:55:00,17:55:00,19:25:00,19:25:00,palermo
"22 febbraio 2026, domenica",5:19:00,5:19:00,6:49:00,12:35:00,12:35:00,15:20:30,15:20:30,17:56:00,17:56:00,19:26:00,19:26:00,palermo
"23 febbraio 2026, lunedì",5:17:00,5:17:00,6:47:00,12:34:00,12:34:00,15:20:00,15:20:00,17:57:00,17:57:00,19:27:00,19:27:00,palermo
"24 febbraio 2026, martedì",5:16:00,5:16:00,6:46:00,12:34:30,12:34:30,15:21:15,15:21:15,17:58:00,17:58:00,19:28:00,19:28:00,palermo
"25 febbraio 2026, mercoledì",5:15:00,5:15:00,6:45:00,12:34:30,12:34:30,15:21:45,15:21:45,17:59:00,17:59:00,19:29:00,19:29:00,palermo
